x y
500.96765310733076 94.13623595102693
597.8576882166315 184.85229616218814
505.7677965337792 93.43389151334085
486.3119382905065 95.92135290462113
529.1891282314762 101.43954810704189
1389.7339195367908 802.8151484331556
1108.5235427696912 1301.9737623185754
701.6286213175987 1203.306754291521
686.3872545593697 1192.9829244719472
1014.4529372402426 602.601350606583
390.7939433934028 401.4276500304687
995.9189085129477 598.3340390232084
1090.0885938385736 1299.740312063974
1104.68587582947 1297.588144388649
1408.9299156713405 803.0903508282569
107.23751330803009 295.5062380672418
609.4098852534249 182.18008792061383
711.0406184238668 1201.8633506909491
992.2909294733005 610.7725331748156
289.9085716407973 1408.3567010722354
601.7679710161785 196.8821560642429
994.0689872681031 600.6190568805815
1401.8136139432945 783.60159458787
1382.0500800989498 797.1780541960014
1410.19920824501 802.2835892699266
385.20964646670456 407.6328388050008
396.84787373508425 397.68039615349284
316.4176411476911 1392.3743736933827
1401.6378122447338 796.2500566319246
605.7171402919446 185.6979869172433
1399.7357906697437 806.3430229496464
283.26948307942837 1403.199408827271
1101.9029474315182 1304.7032648421632
1005.0627209424696 601.2261755020596
708.4473385507218 1196.994935367769
300.82513334869225 1398.3678047382114
999.1459894473935 596.0268890050537
509.48687015841756 103.41262616607453
390.271053581425 393.5573806897183
1102.565202617153 1303.8562958129414
304.81500379983413 1416.0290479381003
116.68245403763171 294.99149803849014
1019.141847338117 599.3781753224362
1105.580548860895 1288.4508910979928
303.91399560912134 1400.087880037741
92.14123997171463 314.5278447902043
999.8501332081406 606.4440771770549
406.5614851806322 399.71325706641653
298.62210717667114 1388.2979446028257
388.35917085512415 404.6436892538862
707.575307087031 1199.839523131102
586.9694423530823 208.7949007390269
603.2467033568236 185.38056850353115
1086.13173709214 1301.218597256843
630.1839088631007 200.2252463158837
1093.3692037648234 1301.6376628441562
592.4795190100687 191.25829302199872
1011.3299278229491 607.2564409978984
1388.9807041676552 797.8245147435711
1404.7762508275487 800.1112556651044
108.83866451440142 305.34061872034454
707.1008062986656 1203.1041022991901
600.5535450784791 200.349570406711
489.73201475685465 102.83139075841673
302.8475446452217 1403.5450040199303
710.2582068992325 1199.5854866709751
701.4412691715289 1213.450864683052
392.01782645807424 387.6327183085252
102.45091257265686 275.76922611270294
1004.1566777292704 602.5237118617407
104.55215823410389 310.9259681022834
104.64596294986507 291.5503494164484
722.0410285127841 1194.221069207822
1398.8533509446313 786.2488612522058
100.64163165260594 296.2285304921222
87.20961982053925 303.62364520806045
602.6665090011182 197.79912968069095
1099.24226797408 1297.0026375242128
384.95623044190575 397.62962093219227
299.0756928233383 1411.83543023238
486.41663972611207 101.18465549632381
298.4869381273193 1403.1230007576223
90.72438177745346 298.38362998844923
411.5526900306364 400.5062938273227
500.43876362284163 98.88120273178924
1113.5129311694398 1292.682364154808
500.0036035829429 101.30988252975004
401.25607697460555 398.4576458728903
688.6742543514712 1188.835750033236
496.4323207723779 123.80307367121105
